,index,Country/Region,value
52674,2020-12-16,クウェート,146971
52675,2020-12-17,クウェート,147192
52676,2020-12-18,クウェート,147531
52677,2020-12-19,クウェート,147775
52678,2020-12-20,クウェート,147979
52679,2020-12-21,クウェート,148209
52680,2020-12-22,クウェート,148507
52681,2020-12-23,クウェート,148773
52682,2020-12-24,クウェート,149017
52683,2020-12-25,クウェート,149277
52684,2020-12-26,クウェート,149449
52685,2020-12-27,クウェート,149653
52686,2020-12-28,クウェート,149857
52687,2020-12-29,クウェート,150093
52688,2020-12-30,クウェート,150298
52689,2020-12-31,クウェート,150584
52690,2021-01-01,クウェート,150869
52691,2021-01-02,クウェート,151074
52692,2021-01-03,クウェート,151343
52693,2021-01-04,クウェート,151715
52694,2021-01-05,クウェート,152027
52695,2021-01-06,クウェート,152438
52696,2021-01-07,クウェート,152978
52697,2021-01-08,クウェート,153473
52698,2021-01-09,クウェート,153900
52699,2021-01-10,クウェート,154314
52700,2021-01-11,クウェート,154841
52701,2021-01-12,クウェート,155335
52702,2021-01-13,クウェート,155874
52703,2021-01-14,クウェート,156434
52704,2021-01-15,クウェート,156964
52705,2021-01-16,クウェート,157399
52706,2021-01-17,クウェート,157777
52707,2021-01-18,クウェート,158244
52708,2021-01-19,クウェート,158822
52709,2021-01-20,クウェート,159264
52710,2021-01-21,クウェート,159834
52711,2021-01-22,クウェート,160367
52712,2021-01-23,クウェート,160901
52713,2021-01-24,クウェート,161285
52714,2021-01-25,クウェート,161777
52715,2021-01-26,クウェート,162282
52716,2021-01-27,クウェート,162862
52717,2021-01-28,クウェート,163450
52718,2021-01-29,クウェート,164108
52719,2021-01-30,クウェート,164622
52720,2021-01-31,クウェート,165257
52721,2021-02-01,クウェート,165843
52722,2021-02-02,クウェート,166654
52723,2021-02-03,クウェート,167410
52724,2021-02-04,クウェート,168250
52725,2021-02-05,クウェート,169190
52726,2021-02-06,クウェート,170036
52727,2021-02-07,クウェート,170998
52728,2021-02-08,クウェート,171994
52729,2021-02-09,クウェート,172996
52730,2021-02-10,クウェート,173983
52731,2021-02-11,クウェート,175031
52732,2021-02-12,クウェート,176052
52733,2021-02-13,クウェート,176903
52734,2021-02-14,クウェート,177701
52735,2021-02-15,クウェート,178524
52736,2021-02-16,クウェート,179488
52737,2021-02-17,クウェート,180505
52738,2021-02-18,クウェート,181484
52739,2021-02-19,クウェート,182460
52740,2021-02-20,クウェート,183322
52741,2021-02-21,クウェート,184090
52742,2021-02-22,クウェート,184989
52743,2021-02-23,クウェート,186004
52744,2021-02-24,クウェート,187005
52745,2021-02-25,クウェート,188024
52746,2021-02-26,クウェート,189046
52747,2021-02-27,クウェート,189890
52748,2021-02-28,クウェート,190852
52749,2021-03-01,クウェート,192031
52750,2021-03-02,クウェート,193372
52751,2021-03-03,クウェート,194781
52752,2021-03-04,クウェート,196497
52753,2021-03-05,クウェート,198110
52754,2021-03-06,クウェート,199428
52755,2021-03-07,クウェート,200572
52756,2021-03-08,クウェート,201898
52757,2021-03-09,クウェート,203055
52758,2021-03-10,クウェート,204388
52759,2021-03-11,クウェート,205893
52760,2021-03-12,クウェート,207249
52761,2021-03-13,クウェート,208460
52762,2021-03-14,クウェート,209523
52763,2021-03-15,クウェート,210855
52764,2021-03-16,クウェート,212169
52765,2021-03-17,クウェート,213673
52766,2021-03-18,クウェート,215067
52767,2021-03-19,クウェート,216586
52768,2021-03-20,クウェート,217933
52769,2021-03-21,クウェート,219125
52770,2021-03-22,クウェート,220455
52771,2021-03-23,クウェート,221743
52772,2021-03-24,クウェート,223042
52773,2021-03-25,クウェート,224432
52774,2021-03-26,クウェート,225980
52775,2021-03-27,クウェート,227178
52776,2021-03-28,クウェート,228299
52777,2021-03-29,クウェート,229550
52778,2021-03-30,クウェート,230821
52779,2021-03-31,クウェート,232103
52780,2021-04-01,クウェート,233521
52781,2021-04-02,クウェート,234754
52782,2021-04-03,クウェート,235989
52783,2021-04-04,クウェート,237192
52784,2021-04-05,クウェート,238549
52785,2021-04-06,クウェート,239952
52786,2021-04-07,クウェート,241469
52787,2021-04-08,クウェート,242848
52788,2021-04-09,クウェート,244325
52789,2021-04-10,クウェート,245704
52790,2021-04-11,クウェート,247094
52791,2021-04-12,クウェート,248729
52792,2021-04-13,クウェート,250273
52793,2021-04-14,クウェート,251675
52794,2021-04-15,クウェート,253066
52795,2021-04-16,クウェート,254472
52796,2021-04-17,クウェート,255860
52797,2021-04-18,クウェート,256987
52798,2021-04-19,クウェート,258497
52799,2021-04-20,クウェート,259868
52800,2021-04-21,クウェート,261307
52801,2021-04-22,クウェート,262766
52802,2021-04-23,クウェート,264198
52803,2021-04-24,クウェート,265404
52804,2021-04-25,クウェート,266949
52805,2021-04-26,クウェート,268235
52806,2021-04-27,クウェート,269681
52807,2021-04-28,クウェート,271145
52808,2021-04-29,クウェート,272562
52809,2021-04-30,クウェート,273991
52810,2021-05-01,クウェート,275270
52811,2021-05-02,クウェート,276586
52812,2021-05-03,クウェート,277832
52813,2021-05-04,クウェート,279085
52814,2021-05-05,クウェート,280536
52815,2021-05-06,クウェート,281772
52816,2021-05-07,クウェート,282981
52817,2021-05-08,クウェート,284076
52818,2021-05-09,クウェート,285068
52819,2021-05-10,クウェート,286046
52820,2021-05-11,クウェート,287199
52821,2021-05-12,クウェート,288184
52822,2021-05-13,クウェート,289243
52823,2021-05-14,クウェート,290006
52824,2021-05-15,クウェート,290801
52825,2021-05-16,クウェート,291629
52826,2021-05-17,クウェート,292490
52827,2021-05-18,クウェート,293574
52828,2021-05-19,クウェート,294693
52829,2021-05-20,クウェート,295861
52830,2021-05-21,クウェート,297206
52831,2021-05-22,クウェート,298223
52832,2021-05-23,クウェート,299215
52833,2021-05-24,クウェート,300455
52834,2021-05-25,クウェート,301863
52835,2021-05-26,クウェート,303039
52836,2021-05-27,クウェート,304199
52837,2021-05-28,クウェート,305583
52838,2021-05-29,クウェート,306717
52839,2021-05-30,クウェート,307812
52840,2021-05-31,クウェート,309222
52841,2021-06-01,クウェート,310501
52842,2021-06-02,クウェート,311846
52843,2021-06-03,クウェート,313289
52844,2021-06-04,クウェート,314569
52845,2021-06-05,クウェート,315900
52846,2021-06-06,クウェート,317197
52847,2021-06-07,クウェート,318676
52848,2021-06-08,クウェート,320257
52849,2021-06-09,クウェート,321648
52850,2021-06-10,クウェート,323357
52851,2021-06-11,クウェート,325014
52852,2021-06-12,クウェート,326451
52853,2021-06-13,クウェート,327963
52854,2021-06-14,クウェート,329526
52855,2021-06-15,クウェート,331013
52856,2021-06-16,クウェート,332570
52857,2021-06-17,クウェート,334216
52858,2021-06-18,クウェート,335874
52859,2021-06-19,クウェート,337371
52860,2021-06-20,クウェート,339032
52861,2021-06-21,クウェート,340967
52862,2021-06-22,クウェート,342929
52863,2021-06-23,クウェート,344799
52864,2021-06-24,クウェート,346560
52865,2021-06-25,クウェート,348262
52866,2021-06-26,クウェート,349923
52867,2021-06-27,クウェート,351481
52868,2021-06-28,クウェート,353133
52869,2021-06-29,クウェート,354851
52870,2021-06-30,クウェート,356687
52871,2021-07-01,クウェート,358511
52872,2021-07-02,クウェート,360406
52873,2021-07-03,クウェート,362018
52874,2021-07-04,クウェート,363672
52875,2021-07-05,クウェート,365649
52876,2021-07-06,クウェート,367642
52877,2021-07-07,クウェート,369227
52878,2021-07-08,クウェート,370932
52879,2021-07-09,クウェート,372549
52880,2021-07-10,クウェート,374104
52881,2021-07-11,クウェート,375594
52882,2021-07-12,クウェート,377364
52883,2021-07-13,クウェート,379076
52884,2021-07-14,クウェート,380699
52885,2021-07-15,クウェート,382084
52886,2021-07-16,クウェート,383347
52887,2021-07-17,クウェート,384573
52888,2021-07-18,クウェート,385762
52889,2021-07-19,クウェート,386869
52890,2021-07-20,クウェート,387912
52891,2021-07-21,クウェート,388881
52892,2021-07-22,クウェート,389868
52893,2021-07-23,クウェート,389868
52894,2021-07-24,クウェート,391781
52895,2021-07-25,クウェート,392617
52896,2020-01-22,キルギス,0
52897,2020-01-23,キルギス,0
52898,2020-01-24,キルギス,0
52899,2020-01-25,キルギス,0
52900,2020-01-26,キルギス,0
52901,2020-01-27,キルギス,0
52902,2020-01-28,キルギス,0
52903,2020-01-29,キルギス,0
52904,2020-01-30,キルギス,0
52905,2020-01-31,キルギス,0
52906,2020-02-01,キルギス,0
52907,2020-02-02,キルギス,0
52908,2020-02-03,キルギス,0
52909,2020-02-04,キルギス,0
52910,2020-02-05,キルギス,0
52911,2020-02-06,キルギス,0
52912,2020-02-07,キルギス,0
52913,2020-02-08,キルギス,0
52914,2020-02-09,キルギス,0
52915,2020-02-10,キルギス,0
52916,2020-02-11,キルギス,0
52917,2020-02-12,キルギス,0
52918,2020-02-13,キルギス,0
52919,2020-02-14,キルギス,0
52920,2020-02-15,キルギス,0
52921,2020-02-16,キルギス,0
52922,2020-02-17,キルギス,0
52923,2020-02-18,キルギス,0
52924,2020-02-19,キルギス,0
52925,2020-02-20,キルギス,0
52926,2020-02-21,キルギス,0
52927,2020-02-22,キルギス,0
52928,2020-02-23,キルギス,0
52929,2020-02-24,キルギス,0
52930,2020-02-25,キルギス,0
52931,2020-02-26,キルギス,0
52932,2020-02-27,キルギス,0
52933,2020-02-28,キルギス,0
52934,2020-02-29,キルギス,0
52935,2020-03-01,キルギス,0
52936,2020-03-02,キルギス,0
52937,2020-03-03,キルギス,0
52938,2020-03-04,キルギス,0
52939,2020-03-05,キルギス,0
52940,2020-03-06,キルギス,0
52941,2020-03-07,キルギス,0
52942,2020-03-08,キルギス,0
52943,2020-03-09,キルギス,0
52944,2020-03-10,キルギス,0
52945,2020-03-11,キルギス,0
52946,2020-03-12,キルギス,0
52947,2020-03-13,キルギス,0
52948,2020-03-14,キルギス,0
52949,2020-03-15,キルギス,0
52950,2020-03-16,キルギス,0
52951,2020-03-17,キルギス,0
52952,2020-03-18,キルギス,3
52953,2020-03-19,キルギス,3
52954,2020-03-20,キルギス,6
52955,2020-03-21,キルギス,14
52956,2020-03-22,キルギス,14
52957,2020-03-23,キルギス,16
52958,2020-03-24,キルギス,42
52959,2020-03-25,キルギス,44
52960,2020-03-26,キルギス,44
52961,2020-03-27,キルギス,58
52962,2020-03-28,キルギス,58
52963,2020-03-29,キルギス,84
52964,2020-03-30,キルギス,94
52965,2020-03-31,キルギス,107
52966,2020-04-01,キルギス,111
52967,2020-04-02,キルギス,116
52968,2020-04-03,キルギス,130
52969,2020-04-04,キルギス,144
52970,2020-04-05,キルギス,147
52971,2020-04-06,キルギス,216
52972,2020-04-07,キルギス,228
52973,2020-04-08,キルギス,270
52974,2020-04-09,キルギス,280
52975,2020-04-10,キルギス,298
52976,2020-04-11,キルギス,339
52977,2020-04-12,キルギス,377
52978,2020-04-13,キルギス,419
52979,2020-04-14,キルギス,430
52980,2020-04-15,キルギス,449
52981,2020-04-16,キルギス,466
52982,2020-04-17,キルギス,489
52983,2020-04-18,キルギス,506
52984,2020-04-19,キルギス,554
52985,2020-04-20,キルギス,568
52986,2020-04-21,キルギス,590
52987,2020-04-22,キルギス,612
52988,2020-04-23,キルギス,631
52989,2020-04-24,キルギス,665
52990,2020-04-25,キルギス,665
52991,2020-04-26,キルギス,682
52992,2020-04-27,キルギス,695
52993,2020-04-28,キルギス,708
52994,2020-04-29,キルギス,729
52995,2020-04-30,キルギス,746
52996,2020-05-01,キルギス,756
52997,2020-05-02,キルギス,769
52998,2020-05-03,キルギス,795
52999,2020-05-04,キルギス,830
53000,2020-05-05,キルギス,843
53001,2020-05-06,キルギス,871
53002,2020-05-07,キルギス,895
53003,2020-05-08,キルギス,906
53004,2020-05-09,キルギス,931
53005,2020-05-10,キルギス,1002
53006,2020-05-11,キルギス,1016
53007,2020-05-12,キルギス,1037
53008,2020-05-13,キルギス,1044
53009,2020-05-14,キルギス,1082
53010,2020-05-15,キルギス,1111
53011,2020-05-16,キルギス,1117
53012,2020-05-17,キルギス,1138
53013,2020-05-18,キルギス,1216
53014,2020-05-19,キルギス,1243
53015,2020-05-20,キルギス,1270
53016,2020-05-21,キルギス,1313
53017,2020-05-22,キルギス,1350
53018,2020-05-23,キルギス,1365
53019,2020-05-24,キルギス,1403
53020,2020-05-25,キルギス,1433
53021,2020-05-26,キルギス,1468
53022,2020-05-27,キルギス,1520
53023,2020-05-28,キルギス,1594
53024,2020-05-29,キルギス,1662
53025,2020-05-30,キルギス,1722
53026,2020-05-31,キルギス,1748
53027,2020-06-01,キルギス,1817
53028,2020-06-02,キルギス,1845
53029,2020-06-03,キルギス,1871
53030,2020-06-04,キルギス,1899
53031,2020-06-05,キルギス,1936
53032,2020-06-06,キルギス,1974
53033,2020-06-07,キルギス,2007
53034,2020-06-08,キルギス,2032
53035,2020-06-09,キルギス,2055
53036,2020-06-10,キルギス,2093
53037,2020-06-11,キルギス,2166
53038,2020-06-12,キルギス,2166
53039,2020-06-13,キルギス,2207
53040,2020-06-14,キルギス,2285
53041,2020-06-15,キルギス,2472
53042,2020-06-16,キルギス,2562
53043,2020-06-17,キルギス,2657
53044,2020-06-18,キルギス,2657
53045,2020-06-19,キルギス,2789
53046,2020-06-20,キルギス,2981
53047,2020-06-21,キルギス,3356
53048,2020-06-22,キルギス,3356
53049,2020-06-23,キルギス,3726
53050,2020-06-24,キルギス,3954
53051,2020-06-25,キルギス,4204
53052,2020-06-26,キルギス,4446
53053,2020-06-27,キルギス,4513
53054,2020-06-28,キルギス,5017
53055,2020-06-29,キルギス,5296
53056,2020-06-30,キルギス,5506
53057,2020-07-01,キルギス,6261
53058,2020-07-02,キルギス,6767
53059,2020-07-03,キルギス,6878
53060,2020-07-04,キルギス,7094
53061,2020-07-05,キルギス,7377
53062,2020-07-06,キルギス,8141
53063,2020-07-07,キルギス,8279
53064,2020-07-08,キルギス,8847
53065,2020-07-09,キルギス,9358
53066,2020-07-10,キルギス,9910
53067,2020-07-11,キルギス,10410
53068,2020-07-12,キルギス,11117
53069,2020-07-13,キルギス,11444
53070,2020-07-14,キルギス,11444
53071,2020-07-15,キルギス,12282
53072,2020-07-16,キルギス,12498
53073,2020-07-17,キルギス,13101
53074,2020-07-18,キルギス,24606
53075,2020-07-19,キルギス,27143
53076,2020-07-20,キルギス,27143
53077,2020-07-21,キルギス,28251
53078,2020-07-22,キルギス,28980
53079,2020-07-23,キルギス,31247
53080,2020-07-24,キルギス,31247
53081,2020-07-25,キルギス,32124
53082,2020-07-26,キルギス,32813
53083,2020-07-27,キルギス,33296
53084,2020-07-28,キルギス,33844
53085,2020-07-29,キルギス,34592
53086,2020-07-30,キルギス,35223
53087,2020-07-31,キルギス,35805
53088,2020-08-01,キルギス,36299
53089,2020-08-02,キルギス,36719
53090,2020-08-03,キルギス,37129
53091,2020-08-04,キルギス,37541
53092,2020-08-05,キルギス,38110
53093,2020-08-06,キルギス,38659
53094,2020-08-07,キルギス,39162
53095,2020-08-08,キルギス,39571
53096,2020-08-09,キルギス,39919
53097,2020-08-10,キルギス,40085
53098,2020-08-11,キルギス,40455
53099,2020-08-12,キルギス,40759
53100,2020-08-13,キルギス,41069
53101,2020-08-14,キルギス,41373
53102,2020-08-15,キルギス,41645
53103,2020-08-16,キルギス,41856
53104,2020-08-17,キルギス,41991
53105,2020-08-18,キルギス,42146
53106,2020-08-19,キルギス,42325
53107,2020-08-20,キルギス,42507
53108,2020-08-21,キルギス,42703
53109,2020-08-22,キルギス,42889
53110,2020-08-23,キルギス,43023
53111,2020-08-24,キルギス,43126
53112,2020-08-25,キルギス,43245
53113,2020-08-26,キルギス,43358
53114,2020-08-27,キルギス,43459
53115,2020-08-28,キルギス,43587
53116,2020-08-29,キルギス,43712
53117,2020-08-30,キルギス,43820
53118,2020-08-31,キルギス,43898
53119,2020-09-01,キルギス,43958
53120,2020-09-02,キルギス,44036
53121,2020-09-03,キルギス,44135
53122,2020-09-04,キルギス,44199
53123,2020-09-05,キルギス,44293
53124,2020-09-06,キルギス,44403
53125,2020-09-07,キルギス,44458
53126,2020-09-08,キルギス,44487
53127,2020-09-09,キルギス,44613
53128,2020-09-10,キルギス,44684
53129,2020-09-11,キルギス,44761
53130,2020-09-12,キルギス,44828
53131,2020-09-13,キルギス,44881
53132,2020-09-14,キルギス,44928
53133,2020-09-15,キルギス,44999
53134,2020-09-16,キルギス,45072
53135,2020-09-17,キルギス,45153
53136,2020-09-18,キルギス,45244
53137,2020-09-19,キルギス,45335
53138,2020-09-20,キルギス,45335
53139,2020-09-21,キルギス,45471
53140,2020-09-22,キルギス,45542
53141,2020-09-23,キルギス,45630
53142,2020-09-24,キルギス,45757
53143,2020-09-25,キルギス,45932
53144,2020-09-26,キルギス,46090
53145,2020-09-27,キルギス,46251
53146,2020-09-28,キルギス,46355
53147,2020-09-29,キルギス,46522
53148,2020-09-30,キルギス,46669
53149,2020-10-01,キルギス,46841
53150,2020-10-02,キルギス,47056
53151,2020-10-03,キルギス,47184
53152,2020-10-04,キルギス,47428
53153,2020-10-05,キルギス,47635
53154,2020-10-06,キルギス,47799
53155,2020-10-07,キルギス,48097
53156,2020-10-08,キルギス,48342
53157,2020-10-09,キルギス,48617
53158,2020-10-10,キルギス,48924
53159,2020-10-11,キルギス,49230
53160,2020-10-12,キルギス,49528
53161,2020-10-13,キルギス,49871
53162,2020-10-14,キルギス,50201
53163,2020-10-15,キルギス,50589
53164,2020-10-16,キルギス,51020
53165,2020-10-17,キルギス,51490
53166,2020-10-18,キルギス,52044
53167,2020-10-19,キルギス,52526
53168,2020-10-20,キルギス,52910
53169,2020-10-21,キルギス,53459
53170,2020-10-22,キルギス,54006
53171,2020-10-23,キルギス,54588
53172,2020-10-24,キルギス,55144
53173,2020-10-25,キルギス,55750
53174,2020-10-26,キルギス,56170
53175,2020-10-27,キルギス,56738
53176,2020-10-28,キルギス,57276
53177,2020-10-29,キルギス,57798
53178,2020-10-30,キルギス,58394
53179,2020-10-31,キルギス,58878
53180,2020-11-01,キルギス,58878
53181,2020-11-02,キルギス,59879
53182,2020-11-03,キルギス,60774
53183,2020-11-04,キルギス,61309
53184,2020-11-05,キルギス,61309
53185,2020-11-06,キルギス,61748
53186,2020-11-07,キルギス,62304
53187,2020-11-08,キルギス,62819
53188,2020-11-09,キルギス,63390
53189,2020-11-10,キルギス,64360
53190,2020-11-11,キルギス,64360
53191,2020-11-12,キルギス,64887
53192,2020-11-13,キルギス,65454
53193,2020-11-14,キルギス,65953
53194,2020-11-15,キルギス,66983
53195,2020-11-16,キルギス,66983
53196,2020-11-17,キルギス,67469
53197,2020-11-18,キルギス,67894
53198,2020-11-19,キルギス,68316
53199,2020-11-20,キルギス,68702
53200,2020-11-21,キルギス,69149
53201,2020-11-22,キルギス,69581
53202,2020-11-23,キルギス,69885
53203,2020-11-24,キルギス,70366
53204,2020-11-25,キルギス,71171
53205,2020-11-26,キルギス,71548
53206,2020-11-27,キルギス,71548
53207,2020-11-28,キルギス,71971
53208,2020-11-29,キルギス,72807
53209,2020-11-30,キルギス,73178
53210,2020-12-01,キルギス,73178
53211,2020-12-02,キルギス,73513
53212,2020-12-03,キルギス,73933
53213,2020-12-04,キルギス,74373
53214,2020-12-05,キルギス,74774
53215,2020-12-06,キルギス,75395
53216,2020-12-07,キルギス,75395
53217,2020-12-08,キルギス,75690
53218,2020-12-09,キルギス,76012
53219,2020-12-10,キルギス,76391
53220,2020-12-11,キルギス,77059
53221,2020-12-12,キルギス,77059
53222,2020-12-13,キルギス,77356
53223,2020-12-14,キルギス,77674
53224,2020-12-15,キルギス,78151
53225,2020-12-16,キルギス,78151
53226,2020-12-17,キルギス,78415
53227,2020-12-18,キルギス,78679
53228,2020-12-19,キルギス,78911
53229,2020-12-20,キルギス,79254
53230,2020-12-21,キルギス,79254
53231,2020-12-22,キルギス,79429
53232,2020-12-23,キルギス,79659
53233,2020-12-24,キルギス,79845
53234,2020-12-25,キルギス,80025
53235,2020-12-26,キルギス,80182
53236,2020-12-27,キルギス,80373
53237,2020-12-28,キルギス,80535
53238,2020-12-29,キルギス,80654
53239,2020-12-30,キルギス,80843
53240,2020-12-31,キルギス,81034
53241,2021-01-01,キルギス,81156
53242,2021-01-02,キルギス,81214
53243,2021-01-03,キルギス,81388
53244,2021-01-04,キルギス,81388
53245,2021-01-05,キルギス,81512
53246,2021-01-06,キルギス,81656
53247,2021-01-07,キルギス,81826
53248,2021-01-08,キルギス,81991
53249,2021-01-09,キルギス,82138
53250,2021-01-10,キルギス,82273
53251,2021-01-11,キルギス,82380
53252,2021-01-12,キルギス,82587
53253,2021-01-13,キルギス,82587
53254,2021-01-14,キルギス,82723
53255,2021-01-15,キルギス,82986
53256,2021-01-16,キルギス,83109
53257,2021-01-17,キルギス,83178
53258,2021-01-18,キルギス,83178
53259,2021-01-19,キルギス,83430
53260,2021-01-20,キルギス,83430
53261,2021-01-21,キルギス,83585
53262,2021-01-22,キルギス,83796
53263,2021-01-23,キルギス,83796
53264,2021-01-24,キルギス,83900
53265,2021-01-25,キルギス,84068
53266,2021-01-26,キルギス,84175
53267,2021-01-27,キルギス,84303
53268,2021-01-28,キルギス,84303
53269,2021-01-29,キルギス,84377
53270,2021-01-30,キルギス,84529
53271,2021-01-31,キルギス,84588
53272,2021-02-01,キルギス,84588
53273,2021-02-02,キルギス,84646
53274,2021-02-03,キルギス,84832
53275,2021-02-04,キルギス,84920
53276,2021-02-05,キルギス,84920
53277,2021-02-06,キルギス,84992
53278,2021-02-07,キルギス,85071
53279,2021-02-08,キルギス,85113
53280,2021-02-09,キルギス,85171
53281,2021-02-10,キルギス,85253
53282,2021-02-11,キルギス,85328
53283,2021-02-12,キルギス,85398
53284,2021-02-13,キルギス,85441
53285,2021-02-14,キルギス,85475
53286,2021-02-15,キルギス,85516
53287,2021-02-16,キルギス,85564
53288,2021-02-17,キルギス,85689
53289,2021-02-18,キルギス,85689
53290,2021-02-19,キルギス,85831
53291,2021-02-20,キルギス,85831
53292,2021-02-21,キルギス,85929
53293,2021-02-22,キルギス,85929
53294,2021-02-23,キルギス,86001
53295,2021-02-24,キルギス,86025
53296,2021-02-25,キルギス,86091
53297,2021-02-26,キルギス,86142
53298,2021-02-27,キルギス,86185
53299,2021-02-28,キルギス,86251
53300,2021-03-01,キルギス,86308
53301,2021-03-02,キルギス,86356
53302,2021-03-03,キルギス,86410
53303,2021-03-04,キルギス,86410
53304,2021-03-05,キルギス,86451
53305,2021-03-06,キルギス,86506
53306,2021-03-07,キルギス,86550
53307,2021-03-08,キルギス,86583
53308,2021-03-09,キルギス,86640
53309,2021-03-10,キルギス,86640
53310,2021-03-11,キルギス,86755
53311,2021-03-12,キルギス,86818
53312,2021-03-13,キルギス,86818
53313,2021-03-14,キルギス,86850
53314,2021-03-15,キルギス,86917
53315,2021-03-16,キルギス,87045
53316,2021-03-17,キルギス,87143
53317,2021-03-18,キルギス,87143
53318,2021-03-19,キルギス,87239
53319,2021-03-20,キルギス,87389
53320,2021-03-21,キルギス,87389
53321,2021-03-22,キルギス,87462
53322,2021-03-23,キルギス,87652
53323,2021-03-24,キルギス,87758
53324,2021-03-25,キルギス,87758
53325,2021-03-26,キルギス,87858
53326,2021-03-27,キルギス,87946
53327,2021-03-28,キルギス,88092
53328,2021-03-29,キルギス,88163
53329,2021-03-30,キルギス,88276
53330,2021-03-31,キルギス,88538
53331,2021-04-01,キルギス,88538
53332,2021-04-02,キルギス,88700
53333,2021-04-03,キルギス,88842
53334,2021-04-04,キルギス,89014
53335,2021-04-05,キルギス,89153
53336,2021-04-06,キルギス,89277
53337,2021-04-07,キルギス,89438
53338,2021-04-08,キルギス,89660
53339,2021-04-09,キルギス,89811
53340,2021-04-10,キルギス,90019
53341,2021-04-11,キルギス,90227
53342,2021-04-12,キルギス,90372
53343,2021-04-13,キルギス,90599
53344,2021-04-14,キルギス,90839
53345,2021-04-15,キルギス,91144
53346,2021-04-16,キルギス,91374
53347,2021-04-17,キルギス,91639
53348,2021-04-18,キルギス,91883
53349,2021-04-19,キルギス,92095
53350,2021-04-20,キルギス,92320
53351,2021-04-21,キルギス,92626
53352,2021-04-22,キルギス,93006
53353,2021-04-23,キルギス,93278
53354,2021-04-24,キルギス,93603
53355,2021-04-25,キルギス,93831
53356,2021-04-26,キルギス,94030
53357,2021-04-27,キルギス,94277
53358,2021-04-28,キルギス,94599
53359,2021-04-29,キルギス,94944
53360,2021-04-30,キルギス,95275
53361,2021-05-01,キルギス,95752
53362,2021-05-02,キルギス,96060
53363,2021-05-03,キルギス,96337
53364,2021-05-04,キルギス,96561
53365,2021-05-05,キルギス,96958
53366,2021-05-06,キルギス,97278
53367,2021-05-07,キルギス,97663
53368,2021-05-08,キルギス,98079
53369,2021-05-09,キルギス,98400
53370,2021-05-10,キルギス,98654
53371,2021-05-11,キルギス,99033
53372,2021-05-12,キルギス,99316
53373,2021-05-13,キルギス,99645
53374,2021-05-14,キルギス,99845
53375,2021-05-15,キルギス,100249
53376,2021-05-16,キルギス,100473
53377,2021-05-17,キルギス,100732
53378,2021-05-18,キルギス,100966
53379,2021-05-19,キルギス,101219
53380,2021-05-20,キルギス,101580
53381,2021-05-21,キルギス,101878
53382,2021-05-22,キルギス,102186
53383,2021-05-23,キルギス,102511
53384,2021-05-24,キルギス,102702
53385,2021-05-25,キルギス,103000
53386,2021-05-26,キルギス,103207
53387,2021-05-27,キルギス,103583
53388,2021-05-28,キルギス,103866
53389,2021-05-29,キルギス,104222
53390,2021-05-30,キルギス,104555
53391,2021-05-31,キルギス,104729
53392,2021-06-01,キルギス,105111
53393,2021-06-02,キルギス,105469
53394,2021-06-03,キルギス,105840
53395,2021-06-04,キルギス,106223
53396,2021-06-05,キルギス,106636
53397,2021-06-06,キルギス,106973
53398,2021-06-07,キルギス,107335
53399,2021-06-08,キルギス,107714
53400,2021-06-09,キルギス,108173
53401,2021-06-10,キルギス,108667
53402,2021-06-11,キルギス,109193
53403,2021-06-12,キルギス,109812
53404,2021-06-13,キルギス,110370
53405,2021-06-14,キルギス,110829
53406,2021-06-15,キルギス,111343
53407,2021-06-16,キルギス,111990
53408,2021-06-17,キルギス,112777
53409,2021-06-18,キルギス,113430
53410,2021-06-19,キルギス,114300
53411,2021-06-20,キルギス,115030
53412,2021-06-21,キルギス,115615
53413,2021-06-22,キルギス,116546
53414,2021-06-23,キルギス,117284
53415,2021-06-24,キルギス,118106
53416,2021-06-25,キルギス,118981
53417,2021-06-26,キルギス,119873
53418,2021-06-27,キルギス,120865
53419,2021-06-28,キルギス,121946
53420,2021-06-29,キルギス,123038
53421,2021-06-30,キルギス,125003
53422,2021-07-01,キルギス,126395
53423,2021-07-02,キルギス,127880
53424,2021-07-03,キルギス,129232
53425,2021-07-04,キルギス,130633
53426,2021-07-05,キルギス,132070
53427,2021-07-06,キルギス,133303
53428,2021-07-07,キルギス,134501
53429,2021-07-08,キルギス,135739
53430,2021-07-09,キルギス,137058
53431,2021-07-10,キルギス,138353
53432,2021-07-11,キルギス,139648
53433,2021-07-12,キルギス,140978
53434,2021-07-13,キルギス,142270
53435,2021-07-14,キルギス,143668
53436,2021-07-15,キルギス,144958
53437,2021-07-16,キルギス,146292
53438,2021-07-17,キルギス,147656
53439,2021-07-18,キルギス,149029
53440,2021-07-19,キルギス,150316
53441,2021-07-20,キルギス,151607
53442,2021-07-21,キルギス,152709
53443,2021-07-22,キルギス,153878
53444,2021-07-23,キルギス,155005
53445,2021-07-24,キルギス,156152
53446,2021-07-25,キルギス,157147
53447,2020-01-22,ラオス,0
53448,2020-01-23,ラオス,0
53449,2020-01-24,ラオス,0
53450,2020-01-25,ラオス,0
53451,2020-01-26,ラオス,0
53452,2020-01-27,ラオス,0
53453,2020-01-28,ラオス,0
53454,2020-01-29,ラオス,0
53455,2020-01-30,ラオス,0
53456,2020-01-31,ラオス,0
